Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Country,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,item_price,TotalSalesPerCountry
2222,ES-2015-1222857,2015-10-01,2015-10-05,Standard Class,DP-13000,Darren Powers,Consumer,Toulouse,Languedoc-Roussillon-Midi-Pyrénées,France,Central,FUR-BO-10001387,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",393.48,5,0.6,-157.47,78.696,858931.083
7582,ES-2015-1228490,2015-10-25,2015-10-29,Second Class,CH-12070,Cathy Hwang,Home Office,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-BI-10004924,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy",144.0,5,0.0,64.8,28.8,858931.083
7583,ES-2015-1228490,2015-10-25,2015-10-29,Second Class,CH-12070,Cathy Hwang,Home Office,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-SU-10003115,Office Supplies,Supplies,"Acme Scissors, Serrated",22.14,1,0.0,1.32,22.14,858931.083
7584,ES-2015-1228490,2015-10-25,2015-10-29,Second Class,CH-12070,Cathy Hwang,Home Office,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-AP-10001847,Office Supplies,Appliances,"Breville Toaster, Red",69.039,1,0.1,17.619,69.039,858931.083
4808,ES-2015-1244060,2015-11-16,2015-11-21,Standard Class,SV-20935,Susan Vittorini,Consumer,Helsinki,Uusimaa,Finland,North,OFF-AR-10000307,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase",48.72,2,0.0,19.44,24.36,20704.35
4809,ES-2015-1244060,2015-11-16,2015-11-21,Standard Class,SV-20935,Susan Vittorini,Consumer,Helsinki,Uusimaa,Finland,North,FUR-BO-10002708,Furniture,Bookcases,"Dania Library with Doors, Pine",727.5,2,0.0,79.98,363.75,20704.35
4810,ES-2015-1244060,2015-11-16,2015-11-21,Standard Class,SV-20935,Susan Vittorini,Consumer,Helsinki,Uusimaa,Finland,North,TEC-PH-10001117,Technology,Phones,"Apple Smart Phone, Full Size",636.21,1,0.0,178.11,636.21,20704.35
4811,ES-2015-1244060,2015-11-16,2015-11-21,Standard Class,SV-20935,Susan Vittorini,Consumer,Helsinki,Uusimaa,Finland,North,FUR-CH-10002974,Furniture,Chairs,"SAFCO Rocking Chair, Red",404.73,3,0.0,20.16,134.91,20704.35
4812,ES-2015-1244060,2015-11-16,2015-11-21,Standard Class,SV-20935,Susan Vittorini,Consumer,Helsinki,Uusimaa,Finland,North,OFF-BI-10003058,Office Supplies,Binders,"Acco Binder Covers, Economy",26.64,2,0.0,10.92,13.32,20704.35
5955,ES-2015-1259965,2015-06-23,2015-06-28,Standard Class,JA-15970,Joseph Airdo,Consumer,Messina,Sicily,Italy,South,OFF-AR-10002681,Office Supplies,Art,"Stanley Canvas, Fluorescent",152.19,3,0.0,48.69,50.73,289709.658
5477,ES-2015-1276768,2015-06-14,2015-06-19,Standard Class,JO-15145,Jack O'Briant,Corporate,Thonon-les-Bains,Auvergne-Rhône-Alpes,France,Central,FUR-BO-10000895,Furniture,Bookcases,"Sauder Corner Shelving, Metal",264.168,2,0.1,55.728,132.084,858931.083
5478,ES-2015-1276768,2015-06-14,2015-06-19,Standard Class,JO-15145,Jack O'Briant,Corporate,Thonon-les-Bains,Auvergne-Rhône-Alpes,France,Central,FUR-BO-10000847,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",437.724,4,0.1,165.324,109.431,858931.083
8809,ES-2015-1290469,2015-11-17,2015-11-21,Second Class,MY-18295,Muhammed Yedwab,Corporate,Calais,Hauts-de-France,France,Central,OFF-AR-10003658,Office Supplies,Art,"Boston Markers, Water Color",29.55,1,0.0,0.0,29.55,858931.083
8810,ES-2015-1290469,2015-11-17,2015-11-21,Second Class,MY-18295,Muhammed Yedwab,Corporate,Calais,Hauts-de-France,France,Central,TEC-MA-10004452,Technology,Machines,"Epson Receipt Printer, Durable",398.31,4,0.15,-37.53,99.5775,858931.083
8811,ES-2015-1290469,2015-11-17,2015-11-21,Second Class,MY-18295,Muhammed Yedwab,Corporate,Calais,Hauts-de-France,France,Central,OFF-AR-10002805,Office Supplies,Art,"Boston Sketch Pad, Blue",97.2,2,0.0,41.76,48.6,858931.083
1158,ES-2015-1290469,2015-04-05,2015-04-07,First Class,MM-18280,Muhammed MacIntyre,Corporate,Cognac,Aquitaine-Limousin-Poitou-Charentes,France,Central,OFF-AR-10000724,Office Supplies,Art,"Boston Pens, Fluorescent",92.88,6,0.0,15.66,15.479999999999999,858931.083
1397,ES-2015-1322522,2015-07-10,2015-07-14,Standard Class,JD-16015,Joy Daniels,Consumer,Vincennes,Ile-de-France,France,Central,OFF-AR-10001110,Office Supplies,Art,"BIC Pencil Sharpener, Water Color",64.38,2,0.0,24.42,32.19,858931.083
823,ES-2015-1351543,2015-05-13,2015-05-18,Standard Class,DP-13165,David Philippe,Consumer,Berlin,Berlin,Germany,Central,OFF-BI-10001384,Office Supplies,Binders,"Cardinal Binder, Economy",24.894,2,0.1,7.434,12.447,628840.0305
7959,ES-2015-1351543,2015-10-11,2015-10-15,Standard Class,CM-11830,Cari MacIntyre,Corporate,Worms,Rhineland-Palatinate,Germany,Central,OFF-ST-10003990,Office Supplies,Storage,"Smead Folders, Single Width",31.536,2,0.1,7.356,15.768,628840.0305
7033,ES-2015-1374122,2015-01-15,2015-01-18,First Class,CL-12700,Craig Leslie,Home Office,Maubeuge,Hauts-de-France,France,Central,FUR-BO-10003126,Furniture,Bookcases,"Dania Library with Doors, Traditional",652.32,2,0.1,7.2,326.16,858931.083
4538,ES-2015-1374122,2015-02-04,2015-02-08,Standard Class,BT-11485,Brad Thomas,Home Office,Grenoble,Auvergne-Rhône-Alpes,France,Central,OFF-AR-10000491,Office Supplies,Art,"Binney & Smith Pens, Water Color",30.24,2,0.0,10.86,15.12,858931.083
4539,ES-2015-1374122,2015-02-04,2015-02-08,Standard Class,BT-11485,Brad Thomas,Home Office,Grenoble,Auvergne-Rhône-Alpes,France,Central,OFF-LA-10003390,Office Supplies,Labels,"Harbour Creations File Folder Labels, 5000 Label Set",27.36,3,0.0,5.94,9.12,858931.083
8820,ES-2015-1386961,2015-04-07,2015-04-13,Standard Class,MM-17260,Magdelene Morse,Consumer,Lattes,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-PA-10002196,Office Supplies,Paper,"Green Bar Message Books, Recycled",47.4,2,0.0,17.04,23.7,858931.083
8821,ES-2015-1386961,2015-04-07,2015-04-13,Standard Class,MM-17260,Magdelene Morse,Consumer,Lattes,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-LA-10001284,Office Supplies,Labels,"Smead Round Labels, 5000 Label Set",14.58,2,0.0,0.72,7.29,858931.083
141,ES-2015-1401137,2015-09-01,2015-09-05,Standard Class,DO-13645,Doug O'Connell,Consumer,Wuppertal,North Rhine-Westphalia,Germany,Central,OFF-AR-10000176,Office Supplies,Art,"Sanford Highlighters, Water Color",113.58,6,0.0,40.86,18.93,628840.0305
142,ES-2015-1401137,2015-09-01,2015-09-05,Standard Class,DO-13645,Doug O'Connell,Consumer,Wuppertal,North Rhine-Westphalia,Germany,Central,OFF-ST-10000288,Office Supplies,Storage,"Fellowes Lockers, Industrial",374.058,2,0.1,141.258,187.029,628840.0305
114,ES-2015-1406120,2015-12-04,2015-12-04,Same Day,LR-17035,Lisa Ryan,Corporate,Hamburg,Hamburg,Germany,Central,TEC-PH-10000160,Technology,Phones,"Motorola Smart Phone, with Caller ID",3227.7,5,0.0,742.35,645.54,628840.0305
115,ES-2015-1406120,2015-12-04,2015-12-04,Same Day,LR-17035,Lisa Ryan,Corporate,Hamburg,Hamburg,Germany,Central,TEC-MA-10000946,Technology,Machines,"Panasonic Calculator, Red",379.44,8,0.0,128.88,47.43,628840.0305
116,ES-2015-1406120,2015-12-04,2015-12-04,Same Day,LR-17035,Lisa Ryan,Corporate,Hamburg,Hamburg,Germany,Central,OFF-BI-10004801,Office Supplies,Binders,"Acco Binding Machine, Durable",52.59,1,0.0,12.6,52.59,628840.0305
117,ES-2015-1406120,2015-12-04,2015-12-04,Same Day,LR-17035,Lisa Ryan,Corporate,Hamburg,Hamburg,Germany,Central,FUR-BO-10001165,Furniture,Bookcases,"Bush Library with Doors, Mobile",990.468,3,0.1,242.028,330.156,628840.0305
118,ES-2015-1406120,2015-12-04,2015-12-04,Same Day,LR-17035,Lisa Ryan,Corporate,Hamburg,Hamburg,Germany,Central,FUR-FU-10004954,Furniture,Furnishings,"Tenex Clock, Duo Pack",50.31,1,0.0,19.11,50.31,628840.0305
119,ES-2015-1406120,2015-12-04,2015-12-04,Same Day,LR-17035,Lisa Ryan,Corporate,Hamburg,Hamburg,Germany,Central,FUR-CH-10002335,Furniture,Chairs,"Hon Steel Folding Chair, Red",219.834,3,0.1,90.324,73.278,628840.0305
9517,ES-2015-1406120,2015-06-19,2015-06-24,Second Class,JK-16090,Juliana Krohn,Consumer,Hanover,Lower Saxony,Germany,Central,FUR-FU-10000135,Furniture,Furnishings,"Tenex Photo Frame, Black",103.68,4,0.5,-45.72,25.92,628840.0305
2235,ES-2015-1416586,2015-03-02,2015-03-05,Second Class,EL-13735,Ed Ludwig,Home Office,Bochum,North Rhine-Westphalia,Germany,Central,OFF-AR-10000505,Office Supplies,Art,"Binney & Smith Pens, Easy-Erase",146.52,12,0.0,0.0,12.21,628840.0305
2236,ES-2015-1416586,2015-03-02,2015-03-05,Second Class,EL-13735,Ed Ludwig,Home Office,Bochum,North Rhine-Westphalia,Germany,Central,TEC-MA-10001825,Technology,Machines,"Epson Calculator, Durable",46.53,1,0.0,12.54,46.53,628840.0305
2237,ES-2015-1416586,2015-03-02,2015-03-05,Second Class,EL-13735,Ed Ludwig,Home Office,Bochum,North Rhine-Westphalia,Germany,Central,OFF-ST-10000127,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",102.438,2,0.1,35.238,51.219,628840.0305
1517,ES-2015-1417751,2015-08-10,2015-08-13,First Class,KH-16510,Keith Herrera,Consumer,Ajaccio,Corsica,France,Central,OFF-AR-10000091,Office Supplies,Art,"BIC Highlighters, Water Color",88.44,4,0.0,15.84,22.11,858931.083
5103,ES-2015-1418466,2015-06-15,2015-06-19,Second Class,SW-20245,Scot Wooten,Consumer,Bamberg,Bavaria,Germany,Central,OFF-AR-10002094,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",58.44,2,0.0,7.56,29.22,628840.0305
5104,ES-2015-1418466,2015-06-15,2015-06-19,Second Class,SW-20245,Scot Wooten,Consumer,Bamberg,Bavaria,Germany,Central,OFF-ST-10002151,Office Supplies,Storage,"Eldon Box, Blue",36.936,4,0.1,6.456,9.234,628840.0305
5105,ES-2015-1418466,2015-06-15,2015-06-19,Second Class,SW-20245,Scot Wooten,Consumer,Bamberg,Bavaria,Germany,Central,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",219.6,4,0.0,39.48,54.9,628840.0305
7406,ES-2015-1419565,2015-09-21,2015-09-23,Second Class,KD-16270,Karen Daniels,Consumer,Wuppertal,North Rhine-Westphalia,Germany,Central,OFF-AR-10000711,Office Supplies,Art,"BIC Pens, Easy-Erase",43.65,3,0.0,9.54,14.549999999999999,628840.0305
8604,ES-2015-1426891,2015-09-21,2015-09-23,Second Class,DB-13060,Dave Brooks,Consumer,Bochum,North Rhine-Westphalia,Germany,Central,TEC-CO-10002174,Technology,Copiers,"HP Copy Machine, Laser",973.32,4,0.0,486.6,243.33,628840.0305
8605,ES-2015-1426891,2015-09-21,2015-09-23,Second Class,DB-13060,Dave Brooks,Consumer,Bochum,North Rhine-Westphalia,Germany,Central,TEC-CO-10004365,Technology,Copiers,"HP Wireless Fax, Color",3616.5,10,0.0,36.0,361.65,628840.0305
8606,ES-2015-1426891,2015-09-21,2015-09-23,Second Class,DB-13060,Dave Brooks,Consumer,Bochum,North Rhine-Westphalia,Germany,Central,FUR-CH-10002288,Furniture,Chairs,"SAFCO Bag Chairs, Red",177.984,4,0.1,-5.976,44.496,628840.0305
5056,ES-2015-1436413,2015-03-19,2015-03-23,Standard Class,EN-13780,Edward Nazzal,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-ST-10001213,Office Supplies,Storage,"Smead Shelving, Industrial",177.876,4,0.1,27.636,44.469,858931.083
3343,ES-2015-1441570,2015-06-02,2015-06-06,Standard Class,MF-18250,Monica Federle,Corporate,Lyon,Auvergne-Rhône-Alpes,France,Central,TEC-PH-10003770,Technology,Phones,"Apple Speaker Phone, Full Size",211.803,2,0.15,69.723,105.9015,858931.083
2949,ES-2015-1443340,2015-04-22,2015-04-27,Standard Class,JS-16030,Joy Smith,Consumer,Elx,Valenciana,Spain,South,OFF-BI-10000620,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",38.7,6,0.0,9.9,6.45,287146.68
2950,ES-2015-1443340,2015-04-22,2015-04-27,Standard Class,JS-16030,Joy Smith,Consumer,Elx,Valenciana,Spain,South,TEC-PH-10002932,Technology,Phones,"Samsung Speaker Phone, VoIP",443.988,4,0.1,88.788,110.997,287146.68
8374,ES-2015-1444426,2015-04-07,2015-04-11,Standard Class,ME-17725,Max Engle,Consumer,Geneva,Geneva,Switzerland,Central,OFF-AP-10004869,Office Supplies,Appliances,"KitchenAid Toaster, White",584.22,7,0.0,233.52,83.460000000000008,24877.86
8042,ES-2015-1455810,2015-06-08,2015-06-12,Standard Class,VT-21700,Valerie Takahito,Home Office,Drancy,Ile-de-France,France,Central,OFF-EN-10003080,Office Supplies,Envelopes,"Kraft Peel and Seal, Security-Tint",91.56,4,0.0,14.64,22.89,858931.083
8043,ES-2015-1455810,2015-06-08,2015-06-12,Standard Class,VT-21700,Valerie Takahito,Home Office,Drancy,Ile-de-France,France,Central,FUR-CH-10002830,Furniture,Chairs,"Office Star Rocking Chair, Red",126.819,1,0.1,43.659,126.819,858931.083
7099,ES-2015-1456978,2015-09-30,2015-10-06,Standard Class,AB-10165,Alan Barnes,Consumer,Courbevoie,Ile-de-France,France,Central,OFF-SU-10004435,Office Supplies,Supplies,"Stiletto Shears, Serrated",89.58,2,0.0,30.42,44.79,858931.083
7100,ES-2015-1456978,2015-09-30,2015-10-06,Standard Class,AB-10165,Alan Barnes,Consumer,Courbevoie,Ile-de-France,France,Central,OFF-LA-10000039,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable",36.0,4,0.0,5.04,9.0,858931.083
7101,ES-2015-1456978,2015-09-30,2015-10-06,Standard Class,AB-10165,Alan Barnes,Consumer,Courbevoie,Ile-de-France,France,Central,OFF-AR-10004986,Office Supplies,Art,"Boston Pens, Easy-Erase",115.92,8,0.0,38.16,14.49,858931.083
492,ES-2015-1458159,2015-09-13,2015-09-17,Standard Class,RW-19540,Rick Wilson,Corporate,Alicante,Valenciana,Spain,South,TEC-PH-10003960,Technology,Phones,"Apple Speaker Phone, with Caller ID",776.79,7,0.1,129.36,110.97,287146.68
1703,ES-2015-1460199,2015-01-12,2015-01-19,Standard Class,RP-19855,Roy Phan,Corporate,Lohne,Lower Saxony,Germany,Central,TEC-MA-10003078,Technology,Machines,"Epson Printer, White",522.06,2,0.0,20.88,261.03,628840.0305
1704,ES-2015-1460199,2015-01-12,2015-01-19,Standard Class,RP-19855,Roy Phan,Corporate,Lohne,Lower Saxony,Germany,Central,OFF-BI-10000081,Office Supplies,Binders,"Ibico Index Tab, Clear",16.74,2,0.0,6.18,8.37,628840.0305
1705,ES-2015-1460199,2015-01-12,2015-01-19,Standard Class,RP-19855,Roy Phan,Corporate,Lohne,Lower Saxony,Germany,Central,FUR-BO-10004080,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",551.61,5,0.1,165.36,110.322,628840.0305
1706,ES-2015-1460199,2015-01-12,2015-01-19,Standard Class,RP-19855,Roy Phan,Corporate,Lohne,Lower Saxony,Germany,Central,OFF-AR-10001599,Office Supplies,Art,"Binney & Smith Canvas, Blue",256.8,5,0.0,48.75,51.36,628840.0305
6978,ES-2015-1466305,2015-01-11,2015-01-15,Standard Class,MB-18085,Mick Brown,Consumer,Vienna,Vienna,Austria,Central,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",54.9,1,0.0,9.87,54.9,81162.0
6979,ES-2015-1466305,2015-01-11,2015-01-15,Standard Class,MB-18085,Mick Brown,Consumer,Vienna,Vienna,Austria,Central,OFF-ST-10003446,Office Supplies,Storage,"Smead Trays, Single Width",97.02,2,0.0,31.02,48.51,81162.0
3479,ES-2015-1480594,2015-08-10,2015-08-11,First Class,MW-18235,Mitch Willingham,Corporate,Paris,Ile-de-France,France,Central,FUR-CH-10004095,Furniture,Chairs,"Novimex Steel Folding Chair, Black",215.46,3,0.1,16.74,71.820000000000007,858931.083
3480,ES-2015-1480594,2015-08-10,2015-08-11,First Class,MW-18235,Mitch Willingham,Corporate,Paris,Ile-de-France,France,Central,OFF-EN-10003381,Office Supplies,Envelopes,"Cameo Manila Envelope, Security-Tint",58.8,2,0.0,28.8,29.4,858931.083
775,ES-2015-1494790,2015-08-26,2015-08-26,Same Day,LD-16855,Lela Donovan,Corporate,Baden-Baden,Baden-Württemberg,Germany,Central,OFF-SU-10001813,Office Supplies,Supplies,"Kleencut Ruler, Easy Grip",75.9,5,0.0,1.5,15.180000000000001,628840.0305
7971,ES-2015-1502054,2015-11-01,2015-11-07,Standard Class,TG-21640,Trudy Glocke,Consumer,Berlin,Berlin,Germany,Central,OFF-SU-10004446,Office Supplies,Supplies,"Acme Scissors, Steel",67.068,3,0.1,27.558,22.355999999999998,628840.0305
4242,ES-2015-1517387,2015-03-02,2015-03-09,Standard Class,CM-12235,Chris McAfee,Consumer,Colmar,Alsace-Champagne-Ardenne-Lorraine,France,Central,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",106.8,4,0.0,29.88,26.7,858931.083
2448,ES-2015-1520567,2015-04-21,2015-04-27,Standard Class,SW-20275,Scott Williamson,Consumer,Potsdam,Brandenburg,Germany,Central,OFF-ST-10000430,Office Supplies,Storage,"Tenex File Cart, Blue",359.64,3,0.1,31.95,119.88,628840.0305
